token,lemma,upos,clique,stem,synonyms,hypernyms
convolution,convolution,NOUN,70,convolut,convolution|gyrus|swirl|vortex|whirl,round shape|structure|anatomical structure|complex body part|bodily structure|body structure|change of shape
blocks,block,NOUN,70,block,auction block|block|blockage|blocking|city block|closure|cube|cylinder block|engine block|mental block|occlusion|pulley|pulley block|pulley-block|stop|stoppage,artifact|artefact|area|country|solid|collection|aggregation|accumulation|assemblage|housing|lodging|living accommodations|computer memory unit|inability|machine|simple machine|cast|casting|obstruction|obstructor|obstructer|impediment|impedimenta|platform
inside,inside,ADV,70,insid,at bottom|at heart|deep down|in spite of appearance|indoors|inside|inwardly|within,NA
model,model,NOUN,70,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
based,base,VERB,71,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
popular,popular,ADJ,71,popular,democratic|pop|popular,
cnn,cnn,NOUN,71,cnn,,NA
model,model,NOUN,71,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
image,image,NOUN,71,imag,double|effigy|epitome|figure|figure of speech|icon|ikon|image|look-alike|mental image|paradigm|persona|picture|prototype|range|range of a function|simulacrum|trope,representation|mental representation|internal representation|appearance|visual aspect|model|example|rhetorical device|person|individual|someone|somebody|mortal|soul|set|impression|effect
classification,classification,NOUN,71,classif,assortment|categorisation|categorization|classification|compartmentalisation|compartmentalization|sorting,grouping|arrangement|basic cognitive process|restriction|confinement
resulting,result,VERB,72,result,ensue|lead|leave|result,prove|turn out|turn up|produce|bring about|give rise|happen|hap|go on|pass off|occur|pass|fall out|come about|take place
use,use,VERB,72,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
segments,segment,NOUN,72,segment,section|segment,part|portion|part|piece
image,image,NOUN,72,imag,double|effigy|epitome|figure|figure of speech|icon|ikon|image|look-alike|mental image|paradigm|persona|picture|prototype|range|range of a function|simulacrum|trope,representation|mental representation|internal representation|appearance|visual aspect|model|example|rhetorical device|person|individual|someone|somebody|mortal|soul|set|impression|effect
instead,instead,ADV,72,instead,alternatively|instead|or else|rather,NA
classifying,classify,VERB,72,classifi,assort|class|classify|relegate|separate|sort|sort out,categorize|categorise|restrict|control|assign|attribute
encoder,encoder,NOUN,73,encod,,NA
path,path,NOUN,73,path,course|itinerary|path|route|track|way|way of life,course|course of action|way|line
has,have,VERB,73,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
convolution,convolution,NOUN,73,convolut,convolution|gyrus|swirl|vortex|whirl,round shape|structure|anatomical structure|complex body part|bodily structure|body structure|change of shape
blocks,block,NOUN,73,block,auction block|block|blockage|blocking|city block|closure|cube|cylinder block|engine block|mental block|occlusion|pulley|pulley block|pulley-block|stop|stoppage,artifact|artefact|area|country|solid|collection|aggregation|accumulation|assemblage|housing|lodging|living accommodations|computer memory unit|inability|machine|simple machine|cast|casting|obstruction|obstructor|obstructer|impediment|impedimenta|platform
consisting,consist,VERB,73,consist,comprise|consist|dwell|lie|lie in,exist|be|match|fit|correspond|check|jibe|gibe|tally|agree
onethree,onethree,ADJ,73,onethre,,NA
convolutional,convolutional,ADJ,73,convolut,,NA
layers,layer,NOUN,73,layer,bed|layer|level|stratum,artifact|artefact|region|part|place|hen|biddy|structure|anatomical structure|complex body part|bodily structure|body structure
max,max,ADJ,73,max,,NA
pooling,pool,NOUN,73,pool,consortium|kitty|pocket billiards|pond|pool|puddle|syndicate,excavation|lake|organization|organisation|association|reserve account|reserve fund|body of water|water|stake|stakes|bet|wager|topographic point|place|spot|table game
whereas,whereas,NOUN,73,wherea,,NA
decoder,decoder,NOUN,73,decod,decipherer|decoder,intellectual|intellect|machine
opposite,opposite,NOUN,73,opposit,antonym|contrary|inverse|opponent|opposite|opposite word|opposition|reverse,word|opposition|oppositeness|contestant
however,however,ADV,73,howev,all the same|at the same time|even so|however|nevertheless|nonetheless|notwithstanding|still|withal|yet,NA
layer,layer,NOUN,73,layer,bed|layer|level|stratum,artifact|artefact|region|part|place|hen|biddy|structure|anatomical structure|complex body part|bodily structure|body structure
replaced,replace,VERB,73,replac,exchange|interchange|put back|replace|substitute|supersede|supervene upon|supplant,regenerate|renew|succeed|come after|follow|put|set|place|pose|position|lay|change|alter|modify
indices,index,NOUN,73,index,exponent|forefinger|index|index finger|index number|indicant|indicator|power,scale|scale of measurement|graduated table|ordered series|fact|mathematical notation|list|listing|finger
match,match,NOUN,73,match,catch|compeer|couple|equal|friction match|lucifer|match|mate|mates|peer,lighter|light|igniter|ignitor|contest|competition|duplicate|duplication|score|adult|grownup|person|individual|someone|somebody|mortal|soul|family|family unit|counterpart|opposite number|vis-a-vis
feature,feature,NOUN,73,featur,characteristic|feature|feature article|feature film|feature of speech|lineament,property|attribute|dimension|body part|movie|film|picture|moving picture|moving-picture show|motion picture|motion-picture show|picture show|pic|flick|article|merchandise|ware|product
map,map,NOUN,73,map,function|map|mapping|mathematical function|single-valued function,representation|mathematical relation
up,up,ADV,73,up,up|upward|upwardly|upwards,NA
sampling,sample,NOUN,73,sampl,sample|sample distribution|sampling,example|illustration|instance|representative|distribution|statistical distribution|natural object
process,process,NOUN,73,process,appendage|cognitive operation|cognitive process|mental process|operation|outgrowth|physical process|procedure|process|summons|unconscious process,activity|cognition|knowledge|noesis|writ|judicial writ|body part|physical entity
modified,modify,VERB,74,modifi,alter|change|modify|qualify,change|add
changed,change,VERB,74,chang,alter|change|commute|convert|deepen|exchange|interchange|modify|shift|switch|transfer|vary,dress|get dressed|replace|transfer|travel|go|move|locomote|change
input,input,NOUN,74,input,comment|input|input signal|remark|stimulant|stimulation|stimulus,signal|signaling|sign|statement|information|component|constituent|element
grayscale,grayscale,NOUN,74,grayscal,,NA
image,image,NOUN,74,imag,double|effigy|epitome|figure|figure of speech|icon|ikon|image|look-alike|mental image|paradigm|persona|picture|prototype|range|range of a function|simulacrum|trope,representation|mental representation|internal representation|appearance|visual aspect|model|example|rhetorical device|person|individual|someone|somebody|mortal|soul|set|impression|effect
instead,instead,ADV,74,instead,alternatively|instead|or else|rather,NA
rgb,rgb,NOUN,74,rgb,,NA
scanning,scan,VERB,75,scan,glance over|rake|read|run down|scan|skim,examine|see|search|conform|move|displace|declaim|recite|interpret|construe
result,result,NOUN,75,result,answer|consequence|effect|event|final result|issue|outcome|resolution|result|resultant|resultant role|solution|solvent|termination|upshot,phenomenon|statement|ending|conclusion|finish|semantic role|participant role
pa,pa,NOUN,75,pa,atomic number 91|dad|dada|daddy|Keystone State|P.A.|P.A. system|pa|Pa|PA|PA system|Pa.|papa|pappa|pascal|Pennsylvania|pop|protactinium|protoactinium|public address system,father|male parent|begetter|metallic element|metal|pressure unit|communication system
image,image,NOUN,75,imag,double|effigy|epitome|figure|figure of speech|icon|ikon|image|look-alike|mental image|paradigm|persona|picture|prototype|range|range of a function|simulacrum|trope,representation|mental representation|internal representation|appearance|visual aspect|model|example|rhetorical device|person|individual|someone|somebody|mortal|soul|set|impression|effect
grayscale,grayscale,NOUN,75,grayscal,,NA
correspond,correspond,NOUN,75,correspond,,NA
color,color,NOUN,75,color,color|coloration|coloring|coloring material|colour|colouration|colouring|colouring material|gloss|semblance|vividness,visual property|interest|interestingness|timbre|timber|quality|tone|appearance|visual aspect|material|stuff|kind|sort|form|variety
images,image,NOUN,75,imag,double|effigy|epitome|figure|figure of speech|icon|ikon|image|look-alike|mental image|paradigm|persona|picture|prototype|range|range of a function|simulacrum|trope,representation|mental representation|internal representation|appearance|visual aspect|model|example|rhetorical device|person|individual|someone|somebody|mortal|soul|set|impression|effect
equal,equal,ADJ,75,equal,adequate|equal,
values,value,NOUN,75,valu,economic value|note value|time value|value,numerical quantity|worth|measure|quantity|amount|color property|duration|continuance|ideal
channel,channel,NOUN,75,channel,canal|channel|communication channel|distribution channel|duct|epithelial duct|groove|line|television channel|transmission channel|TV channel,transmission|passage|depression|impression|imprint|body of water|water|communication|communicating|passageway|television station|TV station|marketing
hence,hence,ADV,76,henc,hence|so|thence|therefore|thus,NA
reducing,reduce,VERB,76,reduc,abbreviate|abridge|boil down|bring down|come down|concentrate|contract|cut|cut back|cut down|decoct|deoxidise|deoxidize|dilute|foreshorten|keep down|melt off|quash|reduce|repress|scale down|shorten|shrink|slenderize|slim|slim down|subdue|subjugate|thin|thin out|tighten|trim|trim back|trim down,decrease|lessen|minify|simplify|demote|bump|relegate|break|kick downstairs|substitute|replace|interchange|exchange|take down|degrade|disgrace|demean|put down|become|turn|impoverish|shrink|reduce|change|restrict|trammel|limit|bound|confine|throttle|oppress|suppress|crush|separate|divide|part|reposition|de-emphasize|de-emphasise|destress|diminish|fall|weaken|change state
input,input,NOUN,76,input,comment|input|input signal|remark|stimulant|stimulation|stimulus,signal|signaling|sign|statement|information|component|constituent|element
channel,channel,NOUN,76,channel,canal|channel|communication channel|distribution channel|duct|epithelial duct|groove|line|television channel|transmission channel|TV channel,transmission|passage|depression|impression|imprint|body of water|water|communication|communicating|passageway|television station|TV station|marketing
also,also,ADV,76,also,also|as well|besides|likewise|too,NA
minimize,minimize,NOUN,76,minim,,NA
