token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
applied,apply,VERB,15,appli,apply|employ|enforce|give|go for|hold|implement|lend oneself|practice|put on|use|utilise|utilize,refer|pertain|relate|concern|come to|bear on|touch|touch on|have to do with|request|ask for|bespeak|call for|quest|cover|distribute|administer|mete out|deal|parcel out|lot|dispense|shell out|deal out|dish out|allot|dole out|compel|oblige|obligate|denote|give|dedicate|consecrate|commit|devote,S0306457319303267,S0306457319303267_15
identify,identify,VERB,15,identifi,describe|discover|distinguish|identify|key|key out|name|place,determine|set|denote|refer|see|consider|reckon|view|regard|associate|tie in|relate|link|colligate|link up|connect|recognize|recognise,S0306457319303267,S0306457319303267_15
central,central,ADJ,15,central,cardinal|central|fundamental|key|primal,NA,S0306457319303267,S0306457319303267_15
vertices,vertice,NOUN,15,vertic,NA,NA,S0306457319303267,S0306457319303267_15
degree,degree,NOUN,15,degre,academic degree|arcdegree|degree|grade|level|point|stage,property|state|award|accolade|honor|honour|laurels|angular unit|exponent|power|index|temperature unit|magnitude,S0306457319303267,S0306457319303267_15
summarization,summarization,NOUN,15,summar,summarisation|summarization,report|account,S0306457319303267,S0306457319303267_15
litvak,litvak,NOUN,15,litvak,NA,NA,S0306457319303267,S0306457319303267_15
last,last,ADJ,15,last,concluding|final|last|last-place|last(a)|lowest|net|terminal|utmost,NA,S0306457319303267,S0306457319303267_15
aizenman,aizenman,NOUN,15,aizenman,NA,NA,S0306457319303267,S0306457319303267_15
gobits,gobit,NOUN,15,gobit,NA,NA,S0306457319303267,S0306457319303267_15
kandel,kandel,NOUN,15,kandel,NA,NA,S0306457319303267,S0306457319303267_15
closeness,closeness,NOUN,15,close,closeness|familiarity|intimacy|meanness|minginess|nearness|niggardliness|niggardness|parsimoniousness|parsimony|secretiveness|stuffiness|tightfistedness|tightness,belonging|quality|distance|stinginess|unsociability|unsociableness|friendliness,S0306457319303267,S0306457319303267_15
betweenness,betweenness,NOUN,15,between,NA,NA,S0306457319303267,S0306457319303267_15
eigenvector,eigenvector,NOUN,15,eigenvector,NA,NA,S0306457319303267,S0306457319303267_15
boudin,boudin,NOUN,15,boudin,NA,NA,S0306457319303267,S0306457319303267_15
k,k,PROPN,15,k,NA,NA,S0306457319303267,S0306457319303267_15
core,core,NOUN,15,core,burden|center|centre|Congress of Racial Equality|core|CORE|core group|effect|essence|gist|heart|heart and soul|inwardness|kernel|magnetic core|marrow|meat|nitty-gritty|nub|nucleus|pith|substance|sum,set|center|centre|midpoint|content|cognitive content|mental object|sample|nongovernmental organization|NGO|meaning|significance|signification|import|torus|toroid|chamber|bar,S0306457319303267,S0306457319303267_15
kiagias,kiagias,NOUN,15,kiagia,NA,NA,S0306457319303267,S0306457319303267_15
vazirgiannis,vazirgiannis,NOUN,15,vazirgianni,NA,NA,S0306457319303267,S0306457319303267_15
tixier,tixier,NOUN,15,tixier,NA,NA,S0306457319303267,S0306457319303267_15
malliaros,malliaro,NOUN,15,malliaro,NA,NA,S0306457319303267,S0306457319303267_15
apply,apply,VERB,73,appli,apply|employ|enforce|give|go for|hold|implement|lend oneself|practice|put on|use|utilise|utilize,refer|pertain|relate|concern|come to|bear on|touch|touch on|have to do with|request|ask for|bespeak|call for|quest|cover|distribute|administer|mete out|deal|parcel out|lot|dispense|shell out|deal out|dish out|allot|dole out|compel|oblige|obligate|denote|give|dedicate|consecrate|commit|devote,S0306457319303267,S0306457319303267_73
pearson,pearson,NOUN,73,pearson,NA,NA,S0306457319303267,S0306457319303267_73
spearman,spearman,NOUN,73,spearman,NA,NA,S0306457319303267,S0306457319303267_73
coefficients,coefficient,NOUN,73,coeffici,coefficient,constant,S0306457319303267,S0306457319303267_73
measures,measure,NOUN,73,measur,amount|bar|beat|bill|cadence|criterion|measure|measurement|measuring|measuring rod|measuring stick|mensuration|meter|metre|quantity|standard|step|touchstone,maneuver|manoeuvre|tactical maneuver|tactical manoeuvre|abstraction|abstract entity|legal document|legal instrument|official document|instrument|activity|system of measurement|metric|poetic rhythm|rhythmic pattern|prosody|musical notation|measuring instrument|measuring system|measuring device|container,S0306457319303267,S0306457319303267_73
semeval,semeval,ADJ,189,semev,NA,NA,S0306457319303267,S0306457319303267_189
dataset,dataset,NOUN,189,dataset,NA,NA,S0306457319303267,S0306457319303267_189
kim,kim,NOUN,189,kim,NA,NA,S0306457319303267,S0306457319303267_189
medelyan,medelyan,ADJ,189,medelyan,NA,NA,S0306457319303267,S0306457319303267_189
kan,kan,NOUN,189,kan,NA,NA,S0306457319303267,S0306457319303267_189
baldwin,baldwin,NOUN,189,baldwin,1st Earl Baldwin of Bewdley|Baldwin|James Arthur Baldwin|James Baldwin|Stanley Baldwin,eating apple|dessert apple,S0306457319303267,S0306457319303267_189
offers,offer,NOUN,189,offer,crack|fling|go|offer|offering|pass|whirl,speech act|message|content|subject matter|substance|attempt|effort|endeavor|endeavour|try,S0306457319303267,S0306457319303267_189
parsed,parse,VERB,189,pars,parse,analyze|analyse|break down|dissect|take apart,S0306457319303267,S0306457319303267_189
scientific,scientific,ADJ,189,scientif,scientific,NA,S0306457319303267,S0306457319303267_189
papers,papers,NOUN,189,paper,document|papers|written document,writing|written material|piece of writing,S0306457319303267,S0306457319303267_189
collected,collect,VERB,189,collect,accumulate|amass|call for|collect|compile|garner|gather|gather up|hoard|pick up|pile up|pull in|pull together|roll up|take in,store|hive away|lay in|put in|salt away|stack away|stash away|take|roll up|collect|accumulate|pile up|amass|compile|hoard|get|acquire,S0306457319303267,S0306457319303267_189
digital,digital,ADJ,189,digit,digital,NA,S0306457319303267,S0306457319303267_189
description,description,NOUN,193,descript,description|verbal description,statement|speech act|kind|sort|form|variety,S0306457319303267,S0306457319303267_193
average,average,NOUN,193,averag,average|norm,statistic|ratio|scale value,S0306457319303267,S0306457319303267_193
properties,property,NOUN,193,properti,attribute|belongings|dimension|holding|place|prop|property,possession|attribute|geographical area|geographic area|geographical region|geographic region|concept|conception|construct|object|physical object,S0306457319303267,S0306457319303267_193
occurrence,occurrence,NOUN,193,occurr,happening|natural event|occurrence|occurrent,event|presence,S0306457319303267,S0306457319303267_193
graph,graph,NOUN,193,graph,character|chart|graph|grapheme|graphic symbol|graphical record|graphical recording,visual communication|written symbol|printed symbol,S0306457319303267,S0306457319303267_193
words,word,NOUN,193,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text,S0306457319303267,S0306457319303267_193
regarding,regard,VERB,193,regard,affect|consider|involve|reckon|regard|see|view,think|believe|consider|conceive|look|refer|pertain|relate|concern|come to|bear on|touch|touch on|have to do with,S0306457319303267,S0306457319303267_193
dataset,dataset,NOUN,193,dataset,NA,NA,S0306457319303267,S0306457319303267_193
shown,show,VERB,193,show,bear witness|demo|demonstrate|depict|designate|establish|evidence|evince|exhibit|express|indicate|picture|point|present|prove|read|record|register|render|shew|show|show up|testify|usher,show|confirm|corroborate|sustain|substantiate|support|affirm|inform|represent|interpret|convey|appear|indicate|read|register|record|lead|take|direct|conduct|guide|race|run,S0306457319303267,S0306457319303267_193
table,table,NOUN,193,tabl,board|mesa|table|tabular array,array|furniture|piece of furniture|article of furniture|tableland|plateau|gathering|assemblage|fare,S0306457319303267,S0306457319303267_193
performance,performance,NOUN,250,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process,S0306457319303267,S0306457319303267_250
centrality,centrality,NOUN,250,central,centrality,position|spatial relation,S0306457319303267,S0306457319303267_250
measure,measure,NOUN,250,measur,amount|bar|beat|bill|cadence|criterion|measure|measurement|measuring|measuring rod|measuring stick|mensuration|meter|metre|quantity|standard|step|touchstone,maneuver|manoeuvre|tactical maneuver|tactical manoeuvre|abstraction|abstract entity|legal document|legal instrument|official document|instrument|activity|system of measurement|metric|poetic rhythm|rhythmic pattern|prosody|musical notation|measuring instrument|measuring system|measuring device|container,S0306457319303267,S0306457319303267_250
evaluated,evaluate,VERB,250,evalu,appraise|assess|evaluate|judge|measure|pass judgment|valuate|value,evaluate|pass judgment|judge|think|cogitate|cerebrate,S0306457319303267,S0306457319303267_250
precision,precision,NOUN,250,precis,preciseness|precision,exactness|exactitude,S0306457319303267,S0306457319303267_250
recall,recall,VERB,250,recal,call back|call in|call up|come back|echo|hark back|recall|recollect|remember|retrieve|return|think|withdraw,denote|refer|resemble|call|send for|concentrate|focus|center|centre|pore|rivet|cancel|strike down|take,S0306457319303267,S0306457319303267_250
fone,fone,NOUN,250,fone,NA,NA,S0306457319303267,S0306457319303267_250
score,score,NOUN,250,score,account|grade|grievance|grudge|mark|musical score|score|scotch|sexual conquest,evaluation|valuation|rating|sheet music|number|set|reason|ground|fact|debt|incision|scratch|prick|slit|dent|resentment|bitterness|gall|rancor|rancour|success|seduction|conquest,S0306457319303267,S0306457319303267_250
document,document,NOUN,250,document,document|papers|text file|written document,writing|written material|piece of writing|representation|communication|computer file,S0306457319303267,S0306457319303267_250
averaged,average,VERB,250,averag,average|average out,total|number|add up|come|amount|achieve|accomplish|attain|reach|calculate|cipher|cypher|compute|work out|reckon|figure,S0306457319303267,S0306457319303267_250
dataset,dataset,NOUN,250,dataset,NA,NA,S0306457319303267,S0306457319303267_250
level,level,NOUN,250,level,degree|floor|grade|horizontal surface|layer|level|point|spirit level|stage|storey|story|stratum|tier,property|rank|state|altitude|height|indicator|surface|place|structure|construction,S0306457319303267,S0306457319303267_250
use,use,VERB,283,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move,S0306457319303267,S0306457319303267_283
unsupervised,unsupervised,ADJ,283,unsupervis,unsupervised,NA,S0306457319303267,S0306457319303267_283
algorithms,algorithm,NOUN,283,algorithm,algorithm|algorithmic program|algorithmic rule,rule|formula,S0306457319303267,S0306457319303267_283
cluster,cluster,NOUN,283,cluster,bunch|clump|cluster|clustering,agglomeration,S0306457319303267,S0306457319303267_283
keywords,keyword,NOUN,283,keyword,NA,NA,S0306457319303267,S0306457319303267_283
entire,entire,ADJ,283,entir,entire|full|intact|integral|total,NA,S0306457319303267,S0306457319303267_283
dataset,dataset,NOUN,283,dataset,NA,NA,S0306457319303267,S0306457319303267_283
considering,consider,VERB,283,consid,believe|conceive|consider|count|deal|debate|deliberate|look at|moot|reckon|regard|see|study|take|think|turn over|view|weigh,think|believe|consider|conceive|chew over|think over|meditate|ponder|excogitate|contemplate|muse|reflect|mull|mull over|ruminate|speculate|think about|hash out|discuss|talk over|evaluate|pass judgment|judge|look|analyze|analyse|study|examine|canvass|see|reckon|view|regard,S0306457319303267,S0306457319303267_283
